      0.00,-2175000.00,4385000.00,4076000.00
      0.10,-2174999.50,4385000.00,4076000.00
      0.20,-2174999.00,4385000.00,4076000.00
      0.30,-2174998.50,4385000.00,4076000.00
      0.40,-2174998.00,4385000.00,4076000.00
      0.50,-2174997.50,4385000.00,4076000.00
      0.60,-2174997.00,4385000.00,4076000.00
      0.70,-2174996.50,4385000.00,4076000.00
      0.80,-2174996.00,4385000.00,4076000.00
      0.90,-2174995.50,4385000.00,4076000.00
      1.00,-2174995.00,4385000.00,4076000.00
      1.10,-2174994.50,4385000.00,4076000.00
      1.20,-2174994.00,4385000.00,4076000.00
      1.30,-2174993.50,4385000.00,4076000.00
      1.40,-2174993.00,4385000.00,4076000.00
      1.50,-2174992.50,4385000.00,4076000.00
      1.60,-2174992.00,4385000.00,4076000.00
      1.70,-2174991.50,4385000.00,4076000.00
      1.80,-2174991.00,4385000.00,4076000.00
      1.90,-2174990.50,4385000.00,4076000.00
      2.00,-2174990.00,4385000.00,4076000.00
      2.10,-2174989.50,4385000.00,4076000.00
      2.20,-2174989.00,4385000.00,4076000.00
      2.30,-2174988.50,4385000.00,4076000.00
      2.40,-2174988.00,4385000.00,4076000.00
      2.50,-2174987.50,4385000.00,4076000.00
      2.60,-2174987.00,4385000.00,4076000.00
      2.70,-2174986.50,4385000.00,4076000.00
      2.80,-2174986.00,4385000.00,4076000.00
      2.90,-2174985.50,4385000.00,4076000.00
      3.00,-2174985.00,4385000.00,4076000.00
      3.10,-2174984.50,4385000.00,4076000.00
      3.20,-2174984.00,4385000.00,4076000.00
      3.30,-2174983.50,4385000.00,4076000.00
      3.40,-2174983.00,4385000.00,4076000.00
      3.50,-2174982.50,4385000.00,4076000.00
      3.60,-2174982.00,4385000.00,4076000.00
      3.70,-2174981.50,4385000.00,4076000.00
      3.80,-2174981.00,4385000.00,4076000.00
      3.90,-2174980.50,4385000.00,4076000.00
      4.00,-2174980.00,4385000.00,4076000.00
      4.10,-2174979.50,4385000.00,4076000.00
      4.20,-2174979.00,4385000.00,4076000.00
      4.30,-2174978.50,4385000.00,4076000.00
      4.40,-2174978.00,4385000.00,4076000.00
      4.50,-2174977.50,4385000.00,4076000.00
      4.60,-2174977.00,4385000.00,4076000.00
      4.70,-2174976.50,4385000.00,4076000.00
      4.80,-2174976.00,4385000.00,4076000.00
      4.90,-2174975.50,4385000.00,4076000.00
      5.00,-2174975.00,4385000.00,4076000.00
      5.10,-2174974.50,4385000.00,4076000.00
      5.20,-2174974.00,4385000.00,4076000.00
      5.30,-2174973.50,4385000.00,4076000.00
      5.40,-2174973.00,4385000.00,4076000.00
      5.50,-2174972.50,4385000.00,4076000.00
      5.60,-2174972.00,4385000.00,4076000.00
      5.70,-2174971.50,4385000.00,4076000.00
      5.80,-2174971.00,4385000.00,4076000.00
      5.90,-2174970.50,4385000.00,4076000.00
      6.00,-2174970.00,4385000.00,4076000.00
      6.10,-2174969.50,4385000.00,4076000.00
      6.20,-2174969.00,4385000.00,4076000.00
      6.30,-2174968.50,4385000.00,4076000.00
      6.40,-2174968.00,4385000.00,4076000.00
      6.50,-2174967.50,4385000.00,4076000.00
      6.60,-2174967.00,4385000.00,4076000.00
      6.70,-2174966.50,4385000.00,4076000.00
      6.80,-2174966.00,4385000.00,4076000.00
      6.90,-2174965.50,4385000.00,4076000.00
      7.00,-2174965.00,4385000.00,4076000.00
      7.10,-2174964.50,4385000.00,4076000.00
      7.20,-2174964.00,4385000.00,4076000.00
      7.30,-2174963.50,4385000.00,4076000.00
      7.40,-2174963.00,4385000.00,4076000.00
      7.50,-2174962.50,4385000.00,4076000.00
      7.60,-2174962.00,4385000.00,4076000.00
      7.70,-2174961.50,4385000.00,4076000.00
      7.80,-2174961.00,4385000.00,4076000.00
      7.90,-2174960.50,4385000.00,4076000.00
      8.00,-2174960.00,4385000.00,4076000.00
      8.10,-2174959.50,4385000.00,4076000.00
      8.20,-2174959.00,4385000.00,4076000.00
      8.30,-2174958.50,4385000.00,4076000.00
      8.40,-2174958.00,4385000.00,4076000.00
      8.50,-2174957.50,4385000.00,4076000.00
      8.60,-2174957.00,4385000.00,4076000.00
      8.70,-2174956.50,4385000.00,4076000.00
      8.80,-2174956.00,4385000.00,4076000.00
      8.90,-2174955.50,4385000.00,4076000.00
      9.00,-2174955.00,4385000.00,4076000.00
      9.10,-2174954.50,4385000.00,4076000.00
      9.20,-2174954.00,4385000.00,4076000.00
      9.30,-2174953.50,4385000.00,4076000.00
      9.40,-2174953.00,4385000.00,4076000.00
      9.50,-2174952.50,4385000.00,4076000.00
      9.60,-2174952.00,4385000.00,4076000.00
      9.70,-2174951.50,4385000.00,4076000.00
      9.80,-2174951.00,4385000.00,4076000.00
      9.90,-2174950.50,4385000.00,4076000.00
     10.00,-2174950.00,4385000.00,4076000.00
     10.10,-2174949.50,4385000.00,4076000.00
     10.20,-2174949.00,4385000.00,4076000.00
     10.30,-2174948.50,4385000.00,4076000.00
     10.40,-2174948.00,4385000.00,4076000.00
     10.50,-2174947.50,4385000.00,4076000.00
     10.60,-2174947.00,4385000.00,4076000.00
     10.70,-2174946.50,4385000.00,4076000.00
     10.80,-2174946.00,4385000.00,4076000.00
     10.90,-2174945.50,4385000.00,4076000.00
     11.00,-2174945.00,4385000.00,4076000.00
     11.10,-2174944.50,4385000.00,4076000.00
     11.20,-2174944.00,4385000.00,4076000.00
     11.30,-2174943.50,4385000.00,4076000.00
     11.40,-2174943.00,4385000.00,4076000.00
     11.50,-2174942.50,4385000.00,4076000.00
     11.60,-2174942.00,4385000.00,4076000.00
     11.70,-2174941.50,4385000.00,4076000.00
     11.80,-2174941.00,4385000.00,4076000.00
     11.90,-2174940.50,4385000.00,4076000.00
     12.00,-2174940.00,4385000.00,4076000.00
     12.10,-2174939.50,4385000.00,4076000.00
     12.20,-2174939.00,4385000.00,4076000.00
     12.30,-2174938.50,4385000.00,4076000.00
     12.40,-2174938.00,4385000.00,4076000.00
     12.50,-2174937.50,4385000.00,4076000.00
     12.60,-2174937.00,4385000.00,4076000.00
     12.70,-2174936.50,4385000.00,4076000.00
     12.80,-2174936.00,4385000.00,4076000.00
     12.90,-2174935.50,4385000.00,4076000.00
     13.00,-2174935.00,4385000.00,4076000.00
     13.10,-2174934.50,4385000.00,4076000.00
     13.20,-2174934.00,4385000.00,4076000.00
     13.30,-2174933.50,4385000.00,4076000.00
     13.40,-2174933.00,4385000.00,4076000.00
     13.50,-2174932.50,4385000.00,4076000.00
     13.60,-2174932.00,4385000.00,4076000.00
     13.70,-2174931.50,4385000.00,4076000.00
     13.80,-2174931.00,4385000.00,4076000.00
     13.90,-2174930.50,4385000.00,4076000.00
     14.00,-2174930.00,4385000.00,4076000.00
     14.10,-2174929.50,4385000.00,4076000.00
     14.20,-2174929.00,4385000.00,4076000.00
     14.30,-2174928.50,4385000.00,4076000.00
     14.40,-2174928.00,4385000.00,4076000.00
     14.50,-2174927.50,4385000.00,4076000.00
     14.60,-2174927.00,4385000.00,4076000.00
     14.70,-2174926.50,4385000.00,4076000.00
     14.80,-2174926.00,4385000.00,4076000.00
     14.90,-2174925.50,4385000.00,4076000.00
     15.00,-2174925.00,4385000.00,4076000.00
     15.10,-2174924.50,4385000.00,4076000.00
     15.20,-2174924.00,4385000.00,4076000.00
     15.30,-2174923.50,4385000.00,4076000.00
     15.40,-2174923.00,4385000.00,4076000.00
     15.50,-2174922.50,4385000.00,4076000.00
     15.60,-2174922.00,4385000.00,4076000.00
     15.70,-2174921.50,4385000.00,4076000.00
     15.80,-2174921.00,4385000.00,4076000.00
     15.90,-2174920.50,4385000.00,4076000.00
     16.00,-2174920.00,4385000.00,4076000.00
     16.10,-2174919.50,4385000.00,4076000.00
     16.20,-2174919.00,4385000.00,4076000.00
     16.30,-2174918.50,4385000.00,4076000.00
     16.40,-2174918.00,4385000.00,4076000.00
     16.50,-2174917.50,4385000.00,4076000.00
     16.60,-2174917.00,4385000.00,4076000.00
     16.70,-2174916.50,4385000.00,4076000.00
     16.80,-2174916.00,4385000.00,4076000.00
     16.90,-2174915.50,4385000.00,4076000.00
     17.00,-2174915.00,4385000.00,4076000.00
